73679968,true,0,NewRound,18,0,0,0
73679968,true,0,Propose,0,0,0,0
73679968,true,0,Prevote,3,0,0,57364054
73679968,true,0,Precommit,40,0,0,57364054
73679968,true,0,NewRound,68,0,0,57364054
73679968,true,1,Propose,0,0,0,0
73679968,true,1,Prevote,0,0,1925189,0
73679968,true,1,Precommit,41,0,0,57364054
73679968,true,1,Commit,47,0,0,57364054
73679968,true,1,NewHeight,0,0,0,0
73680340,true,0,NewRound,20,0,0,0
73680340,true,0,Propose,0,0,0,0
73680340,true,0,Prevote,1,0,0,57364033
73680340,true,0,Precommit,40,0,0,57364033
73680340,true,0,NewRound,71,0,0,57364033
73680340,true,1,Propose,0,0,0,0
73680340,true,1,Prevote,2,0,1325356,57364033
73680340,true,1,Precommit,34,0,0,57364033
73680340,true,1,Commit,56,0,0,57364033
73680340,true,1,NewHeight,0,0,0,0
73680353,true,0,NewRound,20,0,0,0
73680353,true,0,Propose,0,0,0,0
73680353,true,0,Prevote,4,0,0,57364033
73680353,true,0,Precommit,35,0,0,57364033
73680353,true,0,NewRound,73,0,0,57364033
73680353,true,1,Propose,0,0,0,0
73680353,true,1,Prevote,11,0,1325356,57364033
73680353,true,1,Precommit,28,0,0,57364033
73680353,true,1,Commit,47,0,0,57364033
73680353,true,1,NewHeight,0,0,0,0
73680403,true,0,NewRound,20,0,0,0
73680403,true,0,Propose,0,0,0,0
73680403,true,0,Prevote,1,0,0,57364038
73680403,true,0,Precommit,38,0,0,57364038
73680403,true,0,NewRound,72,0,0,57364038
73680403,true,1,Propose,0,0,0,0
73680403,true,1,Prevote,3,0,1762324,57364038
73680403,true,1,Precommit,35,0,0,57364038
73680403,true,1,Commit,47,0,0,57364038
73680403,true,1,NewHeight,0,0,0,0
73680467,true,0,NewRound,21,0,0,0
73680467,true,0,Propose,0,0,0,0
73680467,true,0,Prevote,2,0,0,57364038
73680467,true,0,Precommit,38,0,0,57364038
73680467,true,0,NewRound,73,0,0,57364038
73680467,true,1,Propose,0,0,0,0
73680467,true,1,Prevote,31,0,917042,57364038
73680467,true,1,Precommit,8,0,0,57364038
73680467,true,1,Commit,51,0,0,57364038
73680467,true,1,NewHeight,0,0,0,0
73680501,true,0,NewRound,15,0,0,0
73680501,true,0,Propose,0,0,0,0
73680501,true,0,Prevote,5,0,0,57364038
73680501,true,0,Precommit,34,0,0,57364038
73680501,true,0,NewRound,72,0,0,57364038
73680501,true,1,Propose,0,0,0,0
73680501,true,1,Prevote,12,0,1873767,57364038
73680501,true,1,Precommit,26,0,0,57364038
73680501,true,1,Commit,51,0,0,57364038
73680501,true,1,NewHeight,0,0,0,0
73680587,true,0,NewRound,19,0,0,0
73680587,true,0,Propose,0,0,0,0
73680587,true,0,Prevote,3,0,0,57364038
73680587,true,0,Precommit,37,0,0,57364038
73680587,true,0,NewRound,73,0,0,57364038
73680587,true,1,Propose,0,0,0,0
73680587,true,1,Prevote,5,0,18182464,57364038
73680587,true,1,Precommit,35,0,0,57364038
73680587,true,1,Commit,50,0,0,57364038
73680587,true,1,NewHeight,0,0,0,0
73701440,true,0,NewRound,19,0,0,0
73701440,true,0,Propose,0,0,0,0
73701440,true,0,Prevote,2,0,0,57366192
73701440,true,0,Precommit,38,0,0,57366192
73701440,true,0,NewRound,73,0,0,57366192
73701440,true,1,Propose,0,0,0,0
73701440,true,1,Prevote,1,0,1359280,57366192
73701440,true,1,Precommit,39,0,0,57366192
73701440,true,1,Commit,51,0,0,57366192
73701440,true,1,NewHeight,0,0,0,0
73701577,true,0,NewRound,21,0,0,0
73701577,true,0,Propose,0,0,0,0
73701577,true,0,Prevote,2,0,0,57366239
73701577,true,0,Precommit,37,0,0,57366239
73701577,true,0,NewRound,72,0,0,57366239
73701577,true,1,Propose,0,0,0,0
73701577,true,1,Prevote,14,0,1359280,57366239
73701577,true,1,Precommit,25,0,0,57366239
73701577,true,1,Commit,52,0,0,57366239
73701577,true,1,NewHeight,0,0,0,0
73709164,true,0,NewRound,17,0,0,0
73709164,true,0,Propose,0,0,0,0
73709164,true,0,Prevote,4,0,0,57366030
73709164,true,0,Precommit,35,0,0,57366030
73709164,true,0,NewRound,69,0,0,57366030
73709164,true,1,Propose,0,0,0,0
73709164,true,1,Prevote,1,0,8507088,57366030
73709164,true,1,Precommit,39,0,0,57366030
73709164,true,1,Commit,51,0,0,57366030
73709164,true,1,NewHeight,0,0,0,0
73714400,true,0,NewRound,18,0,0,0
73714400,true,0,Propose,0,0,0,0
73714400,true,0,Prevote,2,0,0,57365948
73714400,true,0,Precommit,37,0,0,57365948
73714400,true,0,NewRound,70,0,0,57365948
73714400,true,1,Propose,0,0,0,0
73714400,true,1,Prevote,1,0,6753296,57365948
73714400,true,1,Precommit,34,0,0,57365948
73714400,true,1,Commit,60,0,0,57365948
73714400,true,1,NewHeight,0,0,0,0
73730567,true,0,NewRound,19,0,0,0
73730567,true,0,Propose,0,0,0,0
73730567,true,0,Prevote,2,0,0,57456552
73730567,true,0,Precommit,36,0,0,57456552
73730567,true,0,NewRound,73,0,0,57456552
73730567,true,1,Propose,0,0,0,0
73730567,true,1,Prevote,1,0,1499152,57456552
73730567,true,1,Precommit,38,0,0,57456552
