70611013,0,NewHeight,10.699074419
70612271,0,NewHeight,273.077411566
70612271,0,NewRound,0.02556501
70612271,0,Propose,0.000092722
70612271,0,Precommit,0.0000215
70612271,0,Commit,0.000103782
70612272,0,NewHeight,0.178356403
70612272,0,NewRound,0.029437244
70612272,0,Propose,0.000105926
70612272,0,Precommit,0.000023684
70612272,0,Commit,0.000096298
70612273,0,NewHeight,0.183396007
70612273,0,NewRound,0.031065127
70612273,0,Propose,0.000096028
70612273,0,Precommit,0.000023403
70612273,0,Commit,0.000095938
70612274,0,NewHeight,0.120213368
70612274,0,NewRound,0.032331049
70612274,0,Propose,0.000093283
70612274,0,Precommit,0.000025327
70612274,0,Commit,0.000088644
70612275,0,NewHeight,0.18896962
70612275,0,NewRound,0.062411303
70612275,0,Propose,0.00009713
70612275,0,Precommit,0.000030226
70612275,0,Commit,0.000060092
70612276,0,NewHeight,0.114109434
70612276,0,NewRound,0.033650069
70612276,0,Propose,0.000070731
70612276,0,Precommit,0.000020578
70612276,0,Commit,0.000098893
70612277,0,NewHeight,0.109248751
70612277,0,NewRound,0.036604626
70612277,0,Propose,0.000083255
70612277,0,Precommit,0.00002174
70612277,0,Commit,0.00005935
70612278,0,NewHeight,0.122229198
70612278,0,NewRound,0.027351947
70612278,0,Propose,0.000071772
70612278,0,Precommit,0.000018834
70612278,0,Commit,0.000061563
70612279,0,NewHeight,0.103295577
70612279,0,Prevote,0.055017904
70612279,0,Precommit,0.004409509
70612279,0,Commit,0.012413207
70612280,0,NewHeight,0.100313408
70612280,0,NewRound,0.200809546
70612280,0,Propose,0.000127586
70612280,0,Prevote,0.040748152
70612280,0,Precommit,0.051342764
70612280,0,Commit,0.059174474
70612281,0,NewHeight,1.1417293960000001
70612281,0,NewRound,0.001216431
70612281,0,Propose,0.000140701
70612281,0,Prevote,0.041097437
70612281,0,PrevoteWait,0.006482874
70612281,0,Precommit,0.006932016
70612281,0,Commit,0.0090368
70612282,0,NewHeight,0.086404225
70612282,0,Prevote,0.202045232
70612282,0,Precommit,0.062611503
70612282,0,Commit,0.061567281
70612283,0,NewHeight,0.091774251
70612283,0,NewRound,0.208584311
70612283,0,Propose,0.000105094
70612283,0,Prevote,0.04235266
70612283,0,Precommit,0.054628473
70612283,0,Commit,0.061638092
70612284,0,NewHeight,0.077453594
70612284,0,NewRound,0.22348512
70612284,0,Propose,0.000097621
70612284,0,Prevote,0.140748511
70612284,0,Precommit,0.048507939
70612284,0,Commit,0.057845124
70612285,0,NewHeight,0.080269113
70612285,0,NewRound,0.220734931
70612285,0,Propose,0.000103221
70612285,0,Prevote,0.266016591
70612285,0,Precommit,0.051991594
70612285,0,Commit,0.057242449
70612286,0,NewHeight,0.081747458
70612286,0,NewRound,0.218873278
70612286,0,Propose,0.00012989
70612286,0,Prevote,0.028550203
70612286,0,Precommit,0.057554647
70612286,0,Commit,0.055544598
70612287,0,NewHeight,0.084350695
70612287,0,NewRound,0.216841379
70612287,0,Propose,0.000131764
70612287,0,Prevote,0.092144856
70612287,0,Precommit,0.064425229
70612287,0,Commit,0.06007508
70612288,0,NewHeight,0.068478709
70612288,0,NewRound,0.232099158
70612288,0,Propose,0.000141733
70612288,0,Prevote,0.287548439
70612288,0,PrevoteWait,0.0704685
70612288,0,Precommit,0.003083876
70612288,0,Commit,0.066553337
70612289,0,NewHeight,0.111264831
70612289,0,NewRound,0.18996967
70612289,0,Propose,0.000099244
70612289,0,Prevote,0.059298103
70612289,0,Precommit,0.06183104
70612289,0,Commit,0.066628436
70612290,0,NewHeight,0.087544645
70612290,0,NewRound,0.213824736
70612290,0,Propose,0.000196113
70612290,0,Prevote,0.042475548
70612290,0,Precommit,0.068486454
70612290,0,Commit,0.063109725
70612291,0,NewHeight,1.455195028
70612291,0,NewRound,0.001216691
70612291,0,Propose,0.000091308
70612291,0,Precommit,0.035215646
70612291,0,Commit,0.000076221
70612292,0,NewHeight,0.105684397
70612292,0,NewRound,0.0347696
70612292,0,Propose,0.000094826
70612292,0,Precommit,0.000047488
70612292,0,Commit,0.000118839
70612293,0,NewHeight,0.104921966
70612293,0,Prevote,0.133668181
70612293,0,PrevoteWait,0.074325887
70612293,0,Precommit,0.008337456
70612293,0,Commit,0.052106077
70612294,0,NewHeight,0.151156057
70612294,0,NewRound,0.149394679
70612294,0,Propose,0.00014581
70612294,0,Prevote,0.218812044
70612294,0,Precommit,0.084114387
70612294,0,Commit,0.062156992
70612295,0,NewHeight,0.107883716
70612295,0,NewRound,0.193042295
70612295,0,Propose,0.000128387
70612295,0,Prevote,0.033615385
70612295,0,Precommit,0.059678367
70612295,0,Commit,0.065322118
70612296,0,NewHeight,0.087835112
70612296,0,NewRound,0.213227773
70612296,0,Propose,0.000137224
70612296,0,Prevote,0.050485728
70612296,0,Precommit,0.056710335
70612296,0,Commit,0.05347525
70612297,0,NewHeight,0.109547144
70612297,0,NewRound,0.191765122
70612297,0,Propose,0.000188919
70612297,0,Prevote,0.270352834
70612297,0,Precommit,0.051535961
70612297,0,Commit,0.061545471
70612298,0,NewHeight,0.062414389
70612298,0,NewRound,0.238117123
70612298,0,Propose,0.000130762
70612298,0,Prevote,0.085729737
70612298,0,Precommit,0.041290986
70612298,0,Commit,0.059270402
70612299,0,NewHeight,0.153134778
70612299,0,NewRound,0.148120972
70612299,0,Propose,0.000159084
70612299,0,Prevote,0.244690134
70612299,0,Precommit,0.050789451
70612299,0,Commit,0.056731033
70612300,0,NewHeight,0.123679441
70612300,0,NewRound,0.177318784
70612300,0,Propose,0.000101147
70612300,0,Prevote,0.25508676
70612300,0,Precommit,0.055301348
